Time (sec),Ti575 Flash Thickness,Ti64 Flash Thickness,,Time (sec),Oscillation stroke 
,,,,6.896,-0.00038
,,,,6.897,0.009276
,,,,6.898,0.003472
,,,,6.899,-0.00659
,,,,6.9,0.010509
,,,,6.901,0.003716
,,,,6.902,-0.00739
,,,,6.903,-0.00381
,,,,6.904,0.003435
,,,,6.905,-0.00785
,,,,6.906,-0.00256
,,,,6.907,0.005975
,,,,6.908,0.010676
,,,,6.909,-0.00937
,,,,6.91,-0.00667
,,,,6.911,0.010394
,,,,6.912,0.008862
,,,,6.913,0.009813
,,,,6.914,0.002471
,,,,6.915,0.000149
,,,,6.916,-0.00147
,,,,6.917,-0.00765
,,,,6.918,0.004013
,,,,6.919,0.004779
,,,,6.92,0.001396
,,,,6.921,0.009688
,,,,6.922,0.001818
,,,,6.923,0.011668
,,,,6.924,0.012151
,,,,6.925,-0.00535
,,,,6.926,-0.00855
,,,,6.927,0.003481
,,,,6.928,0.010882
,,,,6.929,-0.00139
,,,,6.93,-0.00201
,,,,6.931,0.001882
,,,,6.932,0.003956
,,,,6.933,-0.00485
,,,,6.934,-0.00536
,,,,6.935,0.012953
,,,,6.936,0.00566
,,,,6.937,-0.00834
,,,,6.938,-0.00062
,,,,6.939,0.001107
,,,,6.94,-0.00104
,,,,6.941,0.00342
,,,,6.942,0.001155
,,,,6.943,-0.0022
,,,,6.944,-0.00655
,,,,6.945,-0.01247
,,,,6.946,0.015415
,,,,6.947,0.000106
,,,,6.948,-0.00303
,,,,6.949,0.008931
,,,,6.95,0.003338
,,,,6.951,-0.00293
,,,,6.952,-0.01021
,,,,6.953,-0.00288
,,,,6.954,0.007136
,,,,6.955,0.003394
,,,,6.956,-0.00143
,,,,6.957,0.003053
,,,,6.958,-0.00163
,,,,6.959,0.002622
,,,,6.96,-0.00859
,,,,6.961,-0.00542
,,,,6.962,0.003646
,,,,6.963,-0.00594
,,,,6.964,-0.00276
,,,,6.965,0.008032
,,,,6.966,0.002186
,,,,6.967,0.002547
,,,,6.968,-0.00868
,,,,6.969,0.004811
,,,,6.97,0.002676
,,,,6.971,-0.01341
,,,,6.972,-0.00465
,,,,6.973,0.009589
,,,,6.974,-0.00473
,,,,6.975,-0.00769
,,,,6.976,-0.00366
,,,,6.977,0.001182
,,,,6.978,0.002957
,,,,6.979,-0.01644
,,,,6.98,-0.00743
,,,,6.981,0.005032
,,,,6.982,0.003353
,,,,6.983,0.00000885
,,,,6.984,-0.00464
,,,,6.985,0.008673
,,,,6.986,0.003073
,,,,6.987,-0.01437
,,,,6.988,0.004746
,,,,6.989,-0.00094
,,,,6.99,-0.00732
,,,,6.991,-0.00136
,,,,6.992,0.001256
,,,,6.993,-0.00681
,,,,6.994,-0.00153
,,,,6.995,0.002701
,,,,6.996,0.006686
,,,,6.997,0.01127
,,,,6.998,0.002098
,,,,6.999,-0.00471
,,,,7,0.003665
,,,,7.001,0.000703
,,,,7.002,0.013462
,,,,7.003,-0.00453
,,,,7.004,0.004574
,,,,7.005,0.004105
,,,,7.006,-0.00914
,,,,7.007,-0.00517
,,,,7.008,-0.0046
,,,,7.009,-0.00515
,,,,7.01,0.007393
,,,,7.011,-0.01214
,,,,7.012,0.005831
,,,,7.013,0.004574
,,,,7.014,-0.0022
,,,,7.015,-0.00864
,,,,7.016,0.015098
,,,,7.017,-0.00426
,,,,7.018,0.007281
,,,,7.019,0.000767
,,,,7.02,0.007286
,,,,7.021,-0.00401
,,,,7.022,-0.00236
,,,,7.023,0.003585
,,,,7.024,0.003251
,,,,7.025,0.00421
,,,,7.026,-0.00626
,,,,7.027,0.007099
,,,,7.028,0.008924
,,,,7.029,0.013595
,,,,7.03,-0.00212
,,,,7.031,-0.0003
,,,,7.032,0.007478
,,,,7.033,0.004249
,,,,7.034,0.003209
,,,,7.035,0.010907
,,,,7.036,0.005719
,,,,7.037,0.003949
,,,,7.038,-0.00049
,,,,7.039,0.004502
,,,,7.04,0.006313
,,,,7.041,-0.00157
,,,,7.042,0.000194
,,,,7.043,0.0075
,,,,7.044,0.001222
,,,,7.045,-0.00209
,,,,7.046,-0.00523
,,,,7.047,0.004801
,,,,7.048,0.002892
,,,,7.049,-0.00785
,,,,7.05,0.001394
,,,,7.051,0.00539
,,,,7.052,0.001134
,,,,7.053,-0.00849
,,,,7.054,-0.00224
,,,,7.055,0.0000572
,,,,7.056,0.002522
,,,,7.057,0.002485
,,,,7.058,0.00176
,,,,7.059,0.011633
,,,,7.06,0.008886
,,,,7.061,-0.00582
,,,,7.062,-0.00149
,,,,7.063,0.011334
,,,,7.064,0.0000384
,,,,7.065,-0.00603
,,,,7.066,0.001886
,,,,7.067,0.00663
,,,,7.068,0.001458
,,,,7.069,0.003303
,,,,7.07,0.010107
,,,,7.071,0.01152
,,,,7.072,-0.00505
,,,,7.073,-0.01424
,,,,7.074,-0.000014
,,,,7.075,0.013804
,,,,7.076,-0.00423
,,,,7.077,-0.0039
,,,,7.078,-0.01475
,,,,7.079,-0.00849
,,,,7.08,-0.00373
,,,,7.081,-0.00599
,,,,7.082,0.01123
,,,,7.083,0.010862
,,,,7.084,-0.00544
,,,,7.085,-0.00528
,,,,7.086,0.001145
,,,,7.087,-0.00062
,,,,7.088,-0.0083
,,,,7.089,-0.00212
,,,,7.09,0.009439
,,,,7.091,0.000952
,,,,7.092,0.004277
,,,,7.093,-0.00335
,,,,7.094,0.003192
,,,,7.095,-0.00254
,,,,7.096,-0.0103
,,,,7.097,0.001543
,,,,7.098,0.003974
,,,,7.099,0.001232
,,,,7.1,-0.00732
,,,,7.101,-0.00065
,,,,7.102,-0.01025
,,,,7.103,-0.00171
,,,,7.104,-0.00287
,,,,7.105,0.002048
,,,,7.106,0.006517
,,,,7.107,-0.00811
,,,,7.108,-0.00063
,,,,7.109,0.001219
,,,,7.11,0.007632
,,,,7.111,0.00036
,,,,7.112,-0.00885
,,,,7.113,0.004332
,,,,7.114,0.00251
,,,,7.115,0.003597
,,,,7.116,0.001968
,,,,7.117,0.004992
,,,,7.118,-0.00334
,,,,7.119,-0.00275
,,,,7.12,-0.00294
,,,,7.121,-0.00082
,,,,7.122,-0.01073
,,,,7.123,0.001884
,,,,7.124,0.006851
,,,,7.125,0.005546
,,,,7.126,-0.0053
,,,,7.127,-0.00633
,,,,7.128,-0.00508
,,,,7.129,0.008995
,,,,7.13,0.002214
,,,,7.131,-0.00026
,,,,7.132,0.002495
,,,,7.133,-0.00365
,,,,7.134,-0.00309
,,,,7.135,-0.00724
,,,,7.136,0.003607
,,,,7.137,0.010381
,,,,7.138,-0.00377
,,,,7.139,-0.01526
,,,,7.14,0.003867
,,,,7.141,-0.00448
,,,,7.142,0.005117
,,,,7.143,-0.00736
,,,,7.144,0.003063
,,,,7.145,0.008882
,,,,7.146,-0.0104
,,,,7.147,0.005829
,,,,7.148,0.007867
,,,,7.149,-0.0033
,,,,7.15,-0.0016
,,,,7.151,0.002429
,,,,7.152,0.010213
,,,,7.153,0.012551
,,,,7.154,-0.00224
,,,,7.155,0.001051
,,,,7.156,-0.00183
,,,,7.157,0.010245
,,,,7.158,0.001236
,,,,7.159,0.005567
,,,,7.16,0.004805
,,,,7.161,-0.00868
,,,,7.162,-0.00255
,,,,7.163,-0.00316
,,,,7.164,0.006147
,,,,7.165,-0.00157
,,,,7.166,-0.00792
,,,,7.167,0.010902
,,,,7.168,-0.00128
,,,,7.169,-0.00913
,,,,7.17,-0.00777
,,,,7.171,0.005315
,,,,7.172,-0.000021
,,,,7.173,-0.01244
,,,,7.174,-0.0048
,,,,7.175,0.012049
,,,,7.176,0.013171
,,,,7.177,0.001612
,,,,7.178,0.000542
,,,,7.179,0.007703
,,,,7.18,0.006973
,,,,7.181,-0.00161
,,,,7.182,0.003313
,,,,7.183,0.013223
,,,,7.184,-0.00565
,,,,7.185,-0.00199
,,,,7.186,-0.00582
,,,,7.187,0.007561
,,,,7.188,0.001376
,,,,7.189,-0.0084
,,,,7.19,-0.00278
,,,,7.191,0.006065
,,,,7.192,-0.00445
,,,,7.193,-0.00985
,,,,7.194,-0.00246
,,,,7.195,0.008512
,,,,7.196,-0.00153
,,,,7.197,0.001478
,,,,7.198,-0.00413
,,,,7.199,0.011929
,,,,7.2,-0.00572
,,,,7.201,-0.00298
,,,,7.202,0.007832
,,,,7.203,-0.00421
,,,,7.204,0.002219
,,,,7.205,-0.01502
,,,,7.206,0.005095
,,,,7.207,-0.01266
,,,,7.208,-0.00699
,,,,7.209,-0.00657
,,,,7.21,-0.00076
,,,,7.211,0.001793
,,,,7.212,0.007609
,,,,7.213,-0.00399
,,,,7.214,0.001007
,,,,7.215,-0.0071
,,,,7.216,0.006082
,,,,7.217,-0.00072
,,,,7.218,0.009348
,,,,7.219,-0.0021
,,,,7.22,-0.00283
,,,,7.221,0.002216
,,,,7.222,0.00328
,,,,7.223,0.012132
,,,,7.224,-0.0031
,,,,7.225,0.004597
,,,,7.226,-0.00208
,,,,7.227,-0.00194
,,,,7.228,-0.01116
,,,,7.229,0.00106
,,,,7.23,0.009788
,,,,7.231,0.000942
,,,,7.232,0.001005
,,,,7.233,-0.00146
,,,,7.234,0.002259
,,,,7.235,-0.0069
,,,,7.236,0.000822
,,,,7.237,0.003515
,,,,7.238,0.000698
,,,,7.239,0.001522
,,,,7.24,0.003521
,,,,7.241,-0.00132
,,,,7.242,-0.0022
,,,,7.243,-0.00556
,,,,7.244,0.010068
,,,,7.245,0.008677
,,,,7.246,-0.00124
,,,,7.247,-0.00422
,,,,7.248,-0.00266
,,,,7.249,0.003189
,,,,7.25,-0.00254
,,,,7.251,0.000198
,,,,7.252,-0.00498
,,,,7.253,0.003652
,,,,7.254,0.002306
,,,,7.255,-0.01191
,,,,7.256,0.00152
,,,,7.257,0.002993
,,,,7.258,-0.01062
,,,,7.259,0.000615
,,,,7.26,0.002049
,,,,7.261,0.016058
,,,,7.262,0.003128
,,,,7.263,0.002545
,,,,7.264,0.005163
,,,,7.265,0.002845
,,,,7.266,0.003984
,,,,7.267,0.00108
,,,,7.268,0.00279
,,,,7.269,0.0000894
,,,,7.27,-0.01344
,,,,7.271,-0.00376
,,,,7.272,0.00415
,,,,7.273,0.008467
,,,,7.274,-0.00307
,,,,7.275,0.003523
,,,,7.276,0.001941
,,,,7.277,0.011928
,,,,7.278,0.001286
,,,,7.279,-0.00308
,,,,7.28,0.007243
,,,,7.281,-0.000028
,,,,7.282,-0.00717
,,,,7.283,-0.00049
,,,,7.284,0.000558
,,,,7.285,0.017446
,,,,7.286,-0.00849
,,,,7.287,-0.00167
,,,,7.288,-0.00283
,,,,7.289,-0.00236
,,,,7.29,-0.00615
,,,,7.291,-0.0024
,,,,7.292,0.003936
,,,,7.293,-0.00063
,,,,7.294,-0.00543
,,,,7.295,0.006746
,,,,7.296,0.0000423
,,,,7.297,-0.00516
,,,,7.298,-0.0054
,,,,7.299,0.001774
,,,,7.3,0.001511
,,,,7.301,-0.00224
,,,,7.302,-0.00111
,,,,7.303,0.004324
,,,,7.304,-0.00127
,,,,7.305,-0.00973
,,,,7.306,0.004326
,,,,7.307,0.002208
,,,,7.308,0.000426
,,,,7.309,0.001016
,,,,7.31,-0.00266
,,,,7.311,0.003122
,,,,7.312,-0.00609
,,,,7.313,-0.01692
,,,,7.314,-0.00734
,,,,7.315,0.006841
,,,,7.316,-0.00631
,,,,7.317,-0.00301
,,,,7.318,0.001934
,,,,7.319,0.005169
,,,,7.32,0.010039
,,,,7.321,-0.00533
,,,,7.322,0.005079
,,,,7.323,0.001853
,,,,7.324,0.002214
,,,,7.325,-0.00882
,,,,7.326,0.007594
,,,,7.327,-0.00082
,,,,7.328,0.000996
,,,,7.329,0.002159
,,,,7.33,0.00921
,,,,7.331,0.004017
,,,,7.332,-0.00255
,,,,7.333,0.000144
,,,,7.334,0.013498
,,,,7.335,0.005024
,,,,7.336,-0.00196
,,,,7.337,-0.01161
,,,,7.338,0.007154
,,,,7.339,0.006148
,,,,7.34,-0.00476
,,,,7.341,0.001203
,,,,7.342,0.00064
,,,,7.343,0.008408
,,,,7.344,0.002642
,,,,7.345,-0.00405
,,,,7.346,0.009074
,,,,7.347,0.006129
,,,,7.348,-0.00174
,,,,7.349,0.004512
,,,,7.35,0.005387
,,,,7.351,0.000441
,,,,7.352,0.000351
,,,,7.353,0.006052
,,,,7.354,-0.0007
,,,,7.355,0.004353
,,,,7.356,-0.00083
,,,,7.357,-0.00062
,,,,7.358,0.005042
,,,,7.359,-0.00816
,,,,7.36,0.002375
,,,,7.361,-0.00349
,,,,7.362,-0.00208
,,,,7.363,-0.00391
,,,,7.364,0.002534
,,,,7.365,0.006804
,,,,7.366,0.008683
,,,,7.367,0.004131
,,,,7.368,0.000819
,,,,7.369,-0.0058
,,,,7.37,0.011878
,,,,7.371,-0.00222
,,,,7.372,0.001847
,,,,7.373,-0.0032
,,,,7.374,0.0058
,,,,7.375,-0.01386
,,,,7.376,-0.00446
,,,,7.377,0.00896
,,,,7.378,0.001953
,,,,7.379,-0.0058
,,,,7.38,-0.000055
,,,,7.381,0.003606
,,,,7.382,0.001806
,,,,7.383,-0.00575
,,,,7.384,0.000781
,,,,7.385,-0.00504
,,,,7.386,0.000941
,,,,7.387,-0.00374
,,,,7.388,0.008715
,,,,7.389,0.007122
,,,,7.39,-0.01241
,,,,7.391,-0.01141
,,,,7.392,0.000333
,,,,7.393,0.001446
,,,,7.394,-0.00512
,,,,7.395,0.001697
,,,,7.396,0.0000646
,,,,7.397,0.005147
,,,,7.398,-0.00261
,,,,7.399,-0.0039
,,,,7.4,-0.00173
,,,,7.401,0.002593
,,,,7.402,-0.00926
,,,,7.403,-0.00826
,,,,7.404,0.014871
,,,,7.405,-0.00146
,,,,7.406,-0.01001
,,,,7.407,-0.00491
,,,,7.408,0.006473
,,,,7.409,-0.00396
,,,,7.41,-0.00833
,,,,7.411,0.003167
,,,,7.412,0.022643
,,,,7.413,-0.00256
,,,,7.414,0.006797
,,,,7.415,-0.00428
,,,,7.416,0.007313
,,,,7.417,0.002041
,,,,7.418,-0.00946
,,,,7.419,-0.00178
,,,,7.42,0.007604
,,,,7.421,0.002864
,,,,7.422,-0.00423
,,,,7.423,-0.0051
,,,,7.424,0.0000612
,,,,7.425,0.006855
,,,,7.426,-0.00706
,,,,7.427,0.004246
,,,,7.428,-0.00467
,,,,7.429,-0.00253
,,,,7.43,-0.01131
,,,,7.431,0.002195
,,,,7.432,0.002662
,,,,7.433,-0.00031
,,,,7.434,-0.00531
,,,,7.435,0.009759
,,,,7.436,0.008305
,,,,7.437,-0.00344
,,,,7.438,-0.01283
,,,,7.439,0.008276
,,,,7.44,0.009427
,,,,7.441,-0.00323
,,,,7.442,-0.00721
,,,,7.443,0.017166
,,,,7.444,0.005244
,,,,7.445,-0.0032
,,,,7.446,0.000931
,,,,7.447,0.004117
,,,,7.448,-0.00258
,,,,7.449,0.003226
,,,,7.45,0.003437
,,,,7.451,0.00739
,,,,7.452,0.004895
,,,,7.453,-0.00906
,,,,7.454,-0.00151
,,,,7.455,0.01254
,,,,7.456,0.008569
,,,,7.457,0.003851
,,,,7.458,-0.00362
,,,,7.459,0.002687
,,,,7.46,-0.00479
,,,,7.461,-0.0043
,,,,7.462,0.008415
,,,,7.463,0.014658
,,,,7.464,-0.00119
,,,,7.465,-0.00358
,,,,7.466,0.000726
,,,,7.467,-0.00064
,,,,7.468,-0.00116
,,,,7.469,0.002566
,,,,7.47,0.011783
,,,,7.471,0.005849
,,,,7.472,-0.0025
,,,,7.473,-0.0033
,,,,7.474,0.015705
,,,,7.475,0.00634
,,,,7.476,-0.00582
,,,,7.477,0.007847
,,,,7.478,0.008528
,,,,7.479,0.001345
,,,,7.48,-0.01113
,,,,7.481,-0.00497
,,,,7.482,-0.008
,,,,7.483,-0.00189
,,,,7.484,-0.00654
,,,,7.485,0.004056
,,,,7.486,0.005349
,,,,7.487,0.004421
,,,,7.488,-0.00602
,,,,7.489,-0.00715
,,,,7.49,0.008681
,,,,7.491,-0.00137
,,,,7.492,-0.00807
,,,,7.493,0.009454
,,,,7.494,0.005131
,,,,7.495,-0.0094
,,,,7.496,-0.00275
,,,,7.497,0.002954
,,,,7.498,0.011485
,,,,7.499,0.000987
,,,,7.5,-0.00057
,,,,7.501,0.003956
,,,,7.502,0.004419
,,,,7.503,-0.00161
,,,,7.504,0.012887
,,,,7.505,-0.00015
,,,,7.506,0.001691
,,,,7.507,0.004499
,,,,7.508,0.001313
,,,,7.509,0.007078
,,,,7.51,-0.000023
,,,,7.511,0.001004
,,,,7.512,-0.00863
,,,,7.513,-0.00657
,,,,7.514,0.00227
,,,,7.515,-0.01235
,,,,7.516,-0.0019
,,,,7.517,-0.00198
,,,,7.518,0.002902
,,,,7.519,-0.01044
,,,,7.52,-0.00176
,,,,7.521,0.009881
,,,,7.522,0.001482
,,,,7.523,-0.00435
,,,,7.524,-0.00328
,,,,7.525,0.008498
,,,,7.526,-0.00797
,,,,7.527,-0.00219
,,,,7.528,-0.00404
,,,,7.529,0.000723
,,,,7.53,-0.00112
,,,,7.531,-0.00385
,,,,7.532,-0.00275
,,,,7.533,0.001242
,,,,7.534,-0.0066
,,,,7.535,-0.00981
,,,,7.536,-0.00058
,,,,7.537,-0.00065
,,,,7.538,-0.00282
,,,,7.539,0.000167
,,,,7.54,0.008294
,,,,7.541,-0.00251
,,,,7.542,-0.00057
,,,,7.543,-0.00525
,,,,7.544,0.004893
,,,,7.545,-0.000037
,,,,7.546,-0.00334
,,,,7.547,0.000745
,,,,7.548,-0.0004
,,,,7.549,0.00039
,,,,7.55,0.002954
,,,,7.551,0.005896
,,,,7.552,0.01143
,,,,7.553,-0.00324
,,,,7.554,0.008389
,,,,7.555,-0.00483
,,,,7.556,0.006879
,,,,7.557,0.00527
,,,,7.558,-0.01557
,,,,7.559,0.00675
,,,,7.56,-0.01049
,,,,7.561,-0.0026
,,,,7.562,-0.00469
,,,,7.563,0.005921
,,,,7.564,-0.00254
,,,,7.565,-0.00389
,,,,7.566,-0.00752
,,,,7.567,-0.00493
,,,,7.568,0.009457
,,,,7.569,0.000994
,,,,7.57,-0.0006
,,,,7.571,0.011761
,,,,7.572,-0.00164
,,,,7.573,-0.0026
,,,,7.574,0.003365
,,,,7.575,0.003733
,,,,7.576,-0.006
,,,,7.577,-0.00821
,,,,7.578,0.004815
,,,,7.579,-0.00214
,,,,7.58,0.002301
,,,,7.581,-0.00681
,,,,7.582,-0.00072
,,,,7.583,0.000838
,,,,7.584,-0.00553
,,,,7.585,-0.00394
,,,,7.586,0.003296
,,,,7.587,0.007711
,,,,7.588,-0.00151
,,,,7.589,-0.0038
,,,,7.59,0.00195
,,,,7.591,-0.00768
,,,,7.592,0.005311
,,,,7.593,0.004316
,,,,7.594,-0.00066
,,,,7.595,-0.00446
,,,,7.596,-0.00128
,,,,7.597,-0.00146
,,,,7.598,-0.00159
,,,,7.599,-0.00897
,,,,7.6,0.005409
,,,,7.601,0.005851
,,,,7.602,0.007931
,,,,7.603,-0.00149
,,,,7.604,-0.00758
,,,,7.605,-0.0034
,,,,7.606,0.000909
,,,,7.607,0.00253
,,,,7.608,-0.00462
,,,,7.609,0.00405
,,,,7.61,0.009106
,,,,7.611,0.004252
,,,,7.612,-0.00868
,,,,7.613,-0.00687
,,,,7.614,0.013079
,,,,7.615,0.000711
,,,,7.616,-0.00051
,,,,7.617,0.004534
,,,,7.618,0.013675
,,,,7.619,-0.000029
,,,,7.62,-0.00675
,,,,7.621,-0.01041
,,,,7.622,0.016063
,,,,7.623,-0.0001
,,,,7.624,-0.00643
,,,,7.625,0.000791
,,,,7.626,0.003014
,,,,7.627,-0.00123
,,,,7.628,0.00622
,,,,7.629,-0.00212
,,,,7.63,0.011647
,,,,7.631,0.008162
,,,,7.632,0.004419
,,,,7.633,-0.00057
,,,,7.634,0.0098
,,,,7.635,0.004303
,,,,7.636,0.00105
,,,,7.637,0.00045
,,,,7.638,0.0000874
,,,,7.639,-0.00871
,,,,7.64,-0.0042
,,,,7.641,0.000809
,,,,7.642,0.007615
,,,,7.643,-0.00779
,,,,7.644,-0.00728
,,,,7.645,0.001238
,,,,7.646,0.000857
,,,,7.647,0.001178
,,,,7.648,0.010026
,,,,7.649,0.013873
,,,,7.65,-0.00223
,,,,7.651,-0.01171
,,,,7.652,0.011307
,,,,7.653,0.003879
,,,,7.654,0.005009
,,,,7.655,0.001166
,,,,7.656,0.013373
,,,,7.657,0.002992
,,,,7.658,0.000805
,,,,7.659,-0.00643
,,,,7.66,0.012414
,,,,7.661,-0.00768
,,,,7.662,-0.00337
,,,,7.663,-0.00206
,,,,7.664,0.003429
,,,,7.665,0.008679
,,,,7.666,-0.0109
,,,,7.667,-0.00429
,,,,7.668,0.011628
,,,,7.669,0.007082
,,,,7.67,-0.00329
,,,,7.671,0.015985
,,,,7.672,0.00286
,,,,7.673,-0.00236
,,,,7.674,-0.01425
,,,,7.675,0.00243
,,,,7.676,0.004348
,,,,7.677,-0.002
,,,,7.678,-0.00639
,,,,7.679,0.0000393
,,,,7.68,0.003304
,,,,7.681,0.016379
,,,,7.682,-0.00111
,,,,7.683,-0.00163
,,,,7.684,-0.00227
,,,,7.685,-0.00903
,,,,7.686,-0.00577
,,,,7.687,0.00065
,,,,7.688,0.009742
,,,,7.689,0.000394
,,,,7.69,-0.00566
,,,,7.691,0.001412
,,,,7.692,0.002442
,,,,7.693,0.003995
,,,,7.694,-0.00988
,,,,7.695,-0.00505
,,,,7.696,0.002228
,,,,7.697,-0.00486
,,,,7.698,-0.00969
,,,,7.699,0.00442
,,,,7.7,0.005442
,,,,7.701,-0.00581
,,,,7.702,-0.00699
,,,,7.703,0.002802
,,,,7.704,0.003733
,,,,7.705,0.007443
,,,,7.706,-0.00083
,,,,7.707,0.012188
,,,,7.708,0.012008
,,,,7.709,-0.01358
,,,,7.71,0.000707
,,,,7.711,0.014433
,,,,7.712,0.003185
,,,,7.713,-0.00733
,,,,7.714,0.001085
,,,,7.715,0.003277
,,,,7.716,0.000517
,,,,7.717,-0.00463
,,,,7.718,0.003339
,,,,7.719,0.006613
,,,,7.72,-0.00168
,,,,7.721,-0.00359
,,,,7.722,-0.00145
,,,,7.723,0.001801
,,,,7.724,0.003924
,,,,7.725,-0.00827
,,,,7.726,0.00082
,,,,7.727,0.001878
,,,,7.728,-0.00625
,,,,7.729,-0.00263
,,,,7.73,0.003349
,,,,7.731,0.000145
,,,,7.732,0.001922
,,,,7.733,-0.00268
,,,,7.734,0.003446
,,,,7.735,0.017153
,,,,7.736,-0.01556
,,,,7.737,0.006559
,,,,7.738,0.001961
,,,,7.739,-0.00294
,,,,7.74,-0.00573
,,,,7.741,0.006157
,,,,7.742,0.000531
,,,,7.743,-0.00195
,,,,7.744,-0.0076
,,,,7.745,-0.00287
,,,,7.746,0.008171
,,,,7.747,-0.00377
,,,,7.748,-0.00656
,,,,7.749,0.013085
,,,,7.75,-0.00245
,,,,7.751,0.000398
,,,,7.752,0.005201
,,,,7.753,0.003924
,,,,7.754,0.011317
,,,,7.755,-0.00612
,,,,7.756,-0.01045
,,,,7.757,-0.00429
,,,,7.758,-0.00848
,,,,7.759,0.0000327
,,,,7.76,-0.00434
,,,,7.761,0.010154
,,,,7.762,0.006462
,,,,7.763,-0.00243
,,,,7.764,0.000489
,,,,7.765,0.013689
,,,,7.766,0.000507
,,,,7.767,-0.00292
,,,,7.768,-0.0007
,,,,7.769,0.008462
,,,,7.77,0.001589
,,,,7.771,-0.00579
,,,,7.772,-0.00631
,,,,7.773,0.005043
,,,,7.774,-0.003
,,,,7.775,-0.00321
,,,,7.776,0.010485
,,,,7.777,-0.00139
,,,,7.778,0.005965
,,,,7.779,-0.00858
,,,,7.78,-0.00351
,,,,7.781,0.003022
,,,,7.782,0.005452
,,,,7.783,-0.01064
,,,,7.784,0.009398
,,,,7.785,0.017323
,,,,7.786,0.001617
,,,,7.787,-0.00309
,,,,7.788,0.006593
,,,,7.789,0.008157
,,,,7.79,0.007867
,,,,7.791,-0.00588
,,,,7.792,-0.00061
,,,,7.793,0.002523
,,,,7.794,-0.0007
,,,,7.795,0.004965
,,,,7.796,0.002836
,,,,7.797,0.000892
,,,,7.798,-0.01
,,,,7.799,0.006183
,,,,7.8,0.014435
,,,,7.801,-0.00329
,,,,7.802,-0.00184
,,,,7.803,0.006542
,,,,7.804,0.004724
,,,,7.805,0.00399
,,,,7.806,-0.00833
,,,,7.807,-0.00342
,,,,7.808,0.009054
,,,,7.809,-0.00147
,,,,7.81,0.000036
,,,,7.811,0.002889
,,,,7.812,-0.00054
,,,,7.813,0.002884
,,,,7.814,-0.00204
,,,,7.815,0.000429
,,,,7.816,0.013408
,,,,7.817,-0.00347
,,,,7.818,0.002296
,,,,7.819,0.002191
,,,,7.82,0.004383
,,,,7.821,-0.00355
,,,,7.822,-0.00189
,,,,7.823,0.015572
,,,,7.824,0.002534
,,,,7.825,-0.00482
,,,,7.826,-0.00785
,,,,7.827,0.005117
,,,,7.828,-0.00212
,,,,7.829,-0.00192
,,,,7.83,-0.00334
,,,,7.831,0.013462
,,,,7.832,0.012448
,,,,7.833,-0.00562
,,,,7.834,-0.00282
,,,,7.835,0.006347
,,,,7.836,-0.00475
,,,,7.837,-0.00422
,,,,7.838,0.001046
,,,,7.839,0.008533
,,,,7.84,0.0000862
,,,,7.841,-0.00356
,,,,7.842,-0.00286
,,,,7.843,0.010078
,,,,7.844,0.00206
,,,,7.845,-0.001
,,,,7.846,0.007399
,,,,7.847,0.002213
,,,,7.848,-0.00261
,,,,7.849,0.00213
,,,,7.85,0.006676
,,,,7.851,0.005745
,,,,7.852,0.001844
,,,,7.853,-0.00112
,,,,7.854,0.006163
,,,,7.855,0.006176
,,,,7.856,0.006261
,,,,7.857,0.000913
,,,,7.858,0.012761
,,,,7.859,0.011991
,,,,7.86,0.014813
,,,,7.861,-0.00735
,,,,7.862,0.014503
,,,,7.863,0.014679
,,,,7.864,-0.00492
,,,,7.865,0.009896
,,,,7.866,0.006661
,,,,7.867,0.004684
,,,,7.868,-0.00665
,,,,7.869,-0.00098
,,,,7.87,0.003031
,,,,7.871,0.003274
,,,,7.872,-0.00715
,,,,7.873,-0.00294
,,,,7.874,0.0115
,,,,7.875,0.006691
,,,,7.876,0.002654
,,,,7.877,0.000775
,,,,7.878,0.0154
,,,,7.879,-0.00038
,,,,7.88,-0.00848
,,,,7.881,0.001113
,,,,7.882,0.005317
,,,,7.883,0.004002
,,,,7.884,-0.00781
,,,,7.885,0.01158
,,,,7.886,0.005014
,,,,7.887,-0.00076
,,,,7.888,-0.00458
,,,,7.889,0.005897
,,,,7.89,0.002594
,,,,7.891,0.008269
,,,,7.892,0.003224
,,,,7.893,0.003912
,,,,7.894,-0.00674
,,,,7.895,-0.01335
,,,,7.896,-0.00264
,,,,7.897,-0.00364
,,,,7.898,0.008269
,,,,7.899,0.005107
,,,,7.9,-0.00348
,,,,7.901,0.000839
,,,,7.902,0.005434
,,,,7.903,0.00176
,,,,7.904,0.000874
,,,,7.905,-0.00108
,,,,7.906,-0.00831
,,,,7.907,-0.00413
,,,,7.908,0.004352
,,,,7.909,0.003607
,,,,7.91,0.00421
,,,,7.911,-0.00406
,,,,7.912,0.008796
,,,,7.913,0.008534
,,,,7.914,0.002613
,,,,7.915,-0.00316
,,,,7.916,-0.00028
,,,,7.917,0.001856
,,,,7.918,0.002899
,,,,7.919,0.001165
,,,,7.92,0.008286
,,,,7.921,0.005174
,,,,7.922,-0.00852
,,,,7.923,0.000815
,,,,7.924,0.006805
,,,,7.925,0.006862
,,,,7.926,-0.00665
,,,,7.927,-0.0023
,,,,7.928,0.003502
,,,,7.929,-0.00265
,,,,7.93,-0.0033
,,,,7.931,0.003286
